Id;Name;timeset;Degree;weighted degree;Eccentricity;Closeness;harmonicclosnesscentrality;Betweenness;Modularity Class;Pageranks;componentnumber;clustering;Triangles;Eigen;Country;Political Party
187;Cristina Cifuentes;;6;6;10;0.242179;0.255654;0.000052;5;0.000097;0;0.466667;7;0.003928;;
1343;Christophe Béchu;;11;11;11;0.240034;0.256527;0.000052;5;0.000173;0;0.545455;30;0.009974;;
4582;Merete Riisager;;15;15;10;0.237277;0.248485;0.000052;12;0.000204;0;0.4;42;0.010496;Denmark;Liberal Alliance
2834;Mike Bossio;;15;15;10;0.233681;0.250073;0.000052;18;0.00012;0;0.695238;73;0.046548;Canada;Liberal
4190;Joël Godin - Député de Portneuf—Jacques-Cartier;;17;17;10;0.226123;0.240983;0.000052;21;0.000132;0;0.816176;111;0.054173;;
3056;Jacek Kozłowski;;16;16;11;0.225872;0.240716;0.000052;5;0.000235;0;0.625;75;0.00992;;
4782;Allende;;2;2;10;0.220139;0.229197;0.000052;14;0.000041;0;0;0;0.000822;;
5507;Dianne Feinstein;;2;2;10;0.218341;0.226458;0.000052;23;0.000055;0;0;0;0.000792;USA;Democrat
3137;Chris Van Hollen;;8;8;10;0.218067;0.226745;0.000052;23;0.000196;0;0.392857;11;0.002322;USA;Democrat
1713;Uli Alda;;4;4;11;0.202892;0.213757;0.000052;15;0.000072;0;0.5;3;0.00225;;
1027;Andrea Vallascas;;13;13;11;0.201274;0.212278;0.000052;7;0.000124;0;0.641026;50;0.015129;;
4999;Jan O'Sullivan;;2;2;11;0.17913;0.186118;0.000052;15;0.000041;0;0;0;0.000833;;
1876;Marita Ulvskog;;3;3;9;0.270616;0.285475;0.000051;23;0.000061;0;0;0;0.008859;;
4603;Lois Frankel;;3;3;9;0.270616;0.285475;0.000051;23;0.000061;0;0;0;0.008859;USA;Democrat
2793;Ewald Schurer;;38;38;9;0.251587;0.275002;0.000051;14;0.000304;0;0.504979;355;0.265322;Germany;Social Democratic Party of Germany
5089;Simon Curtis - Campaigning for Labor in La Trobe;;28;28;10;0.238947;0.25739;0.000051;0;0.000195;0;0.555556;210;0.116227;;
4727;Baktash Siawash;;20;20;10;0.236507;0.25292;0.000051;0;0.000142;0;0.431579;82;0.067217;;
3552;Mehreen Faruqi;;15;15;10;0.230256;0.241348;0.000051;20;0.00015;0;0.638095;67;0.010279;Australia;Australian Greens
4198;Christof Rasche;;7;7;10;0.225355;0.239548;0.000051;15;0.000106;0;0.52381;11;0.006259;;
2255;Dietmar Bartsch;;8;8;10;0.216962;0.227782;0.000051;14;0.000113;0;0.285714;8;0.00503;Germany;Die Linke
2970;Carmen DAN;;8;8;10;0.216962;0.227782;0.000051;14;0.000113;0;0.285714;8;0.00503;;
2606;顏寬恒;;9;9;10;0.215278;0.225598;0.000051;19;0.000124;0;0.305556;11;0.004473;;
1577;Lucas Vergilio;;6;6;10;0.210243;0.222447;0.000051;10;0.000097;0;0.266667;4;0.003429;;
4114;John Crombez;;8;8;11;0.207307;0.217503;0.000051;15;0.000133;0;0.25;7;0.002664;;
2692;דניאל עטר - Daniel Atar;;6;6;10;0.204295;0.214012;0.000051;4;0.000115;0;0.733333;11;0.002272;;
1999;Simon Nowack;;2;2;10;0.192655;0.201094;0.000051;23;0.000047;0;0;0;0.000578;;
2486;陳尚志;;3;3;12;0.157537;0.162093;0.000051;19;0.000074;0;0;0;0.00059;;
5180;Manuel Sarrazin;;14;14;9;0.252479;0.270461;0.00005;11;0.000144;0;0.604396;55;0.046381;Germany;Alliance '90/The Greens
307;Giovanni Toti;;5;5;10;0.246341;0.263964;0.00005;7;0.000079;0;0.6;6;0.010627;;
1990;Klaus Maier;;21;21;10;0.241536;0.261677;0.00005;14;0.00018;0;0.352381;74;0.076824;;
5359;Andrew Pakes;;2;2;10;0.235508;0.248136;0.00005;23;0.000043;0;0;0;0.002512;;
1919;Raimundo Matos;;9;9;10;0.234731;0.249293;0.00005;10;0.000137;0;0.555556;20;0.009156;;
2368;Dennis Radtke;;4;4;10;0.234712;0.249953;0.00005;16;0.000056;0;0.333333;2;0.009254;;
2558;Gayle Tierney MP;;39;39;10;0.233968;0.249561;0.00005;0;0.000266;0;0.57085;423;0.07163;;
1114;Gérard Deprez / Député européen du groupe ADLE;;9;9;10;0.232285;0.242999;0.00005;15;0.000162;0;0.416667;15;0.003824;;
5067;Luciano Cartaxo;;6;6;10;0.229478;0.244369;0.00005;10;0.000096;0;0.133333;2;0.0057;;
4986;Thiago Peixoto;;3;3;9;0.228061;0.239064;0.00005;10;0.000053;0;0.333333;1;0.001948;;
2161;Paola Nugnes Cittadina al Senato con il  M5S;;28;28;10;0.221676;0.234741;0.00005;7;0.000249;0;0.65873;249;0.035345;;
349;Alexis Tsipras Intl;;8;8;10;0.210799;0.220242;0.00005;14;0.000125;0;0.285714;8;0.00255;;
3991;Mariana Carvalho;;10;10;10;0.204394;0.219066;0.00005;10;0.00016;0;0.244444;11;0.007539;;
4181;Nadja Pieren;;3;3;11;0.203039;0.213834;0.00005;11;0.000049;0;0;0;0.001223;;
1929;Deputada Carmen Zanotto;;9;9;10;0.202232;0.216212;0.00005;10;0.000141;0;0.194444;7;0.006117;;
1187;Marta Lucía;;2;2;11;0.202039;0.209172;0.00005;5;0.000052;0;0;0;0.000529;;
3442;Raghubar Das;;2;2;11;0.197387;0.20543;0.00005;17;0.00004;0;0;0;0.000721;;
3920;Hugh D. Shine;;2;2;10;0.187756;0.193701;0.00005;8;0.000055;0;0;0;0.000668;;
3463;Steve Double MP;;4;4;10;0.182034;0.194044;0.00005;22;0.000106;0;0.5;3;0.003081;;
2537;Susanne Mittag;;28;28;9;0.253498;0.27408;0.000049;14;0.000224;0;0.534392;202;0.215439;Germany;Social Democratic Party of Germany
1948;Ingo Gädechens Fanpage;;11;11;10;0.253389;0.275538;0.000049;16;0.000123;0;0.272727;15;0.041731;;
4618;Tevfik Özkan;;28;28;9;0.252231;0.273253;0.000049;14;0.000225;0;0.473545;179;0.179841;;
3242;Joanne Ryan MP;;54;54;10;0.241546;0.262615;0.000049;0;0.000361;0;0.563941;807;0.221302;;
215;Ida Auken;;16;16;10;0.23664;0.249111;0.000049;12;0.000216;0;0.441667;53;0.011071;Denmark;The Social Liberal Party
4412;Leif Lahn Jensen;;8;8;10;0.235592;0.24742;0.000049;12;0.000112;0;0.607143;17;0.007681;Denmark;The Social Democratic Party
2365;Dominic LeBlanc;;36;36;10;0.232898;0.249291;0.000049;18;0.000272;0;0.47619;300;0.086189;Canada;Liberal
1746;Chuka Umunna;;7;7;9;0.231185;0.241028;0.000049;17;0.000136;0;0.333333;7;0.00295;UK;Labour
2375;Tomislav Nikolić;;4;4;10;0.230364;0.244333;0.000049;16;0.000073;0;0.5;3;0.003059;;
2425;Michael Trout;;18;18;11;0.223496;0.237449;0.000049;1;0.000146;0;0.607843;93;0.016875;;
4197;Rachel Stephen-Smith MLA;;19;19;11;0.222043;0.239299;0.000049;0;0.000139;0;0.444444;76;0.052711;;
395;Hon. Gordon Rich-Phillips MLC;;39;39;10;0.221311;0.23679;0.000049;1;0.000294;0;0.566802;420;0.048364;;
5474;Barbara Kuriger MP;;13;13;11;0.217161;0.22964;0.000049;25;0.00014;0;0.782051;61;0.009409;;
4154;Professor Israel;;8;8;10;0.20836;0.220658;0.000049;10;0.000129;0;0.214286;6;0.005048;;
2216;Dino Alberti;;38;38;11;0.201928;0.21506;0.000049;7;0.000331;0;0.499289;351;0.041149;;
1469;יעל גרמן - Yael German;;16;16;9;0.200994;0.211259;0.000049;4;0.000248;0;0.833333;100;0.00644;;
3774;Glenn Hegar;;9;9;9;0.198295;0.206583;0.000049;23;0.000211;0;0.333333;12;0.002838;;
2370;State Representative Greta Johnson;;3;3;10;0.198195;0.204814;0.000049;8;0.000082;0;0;0;0.0007;;
763;George Eustice;;7;7;10;0.183578;0.195693;0.000049;22;0.000186;0;0.380952;8;0.003675;UK;Conservative
5124;Steffen-Claudio Lemme;;35;35;9;0.261568;0.284698;0.000048;14;0.000285;0;0.660504;393;0.328273;Germany;SPD
2906;Thomas Hitschler;;43;43;9;0.260703;0.284378;0.000048;14;0.000343;0;0.530454;479;0.343835;Germany;Social Democratic Party of Germany
3022;Norbert Barthle;;23;23;10;0.255195;0.277736;0.000048;16;0.000254;0;0.58498;148;0.062853;Germany;Christian Democratic Union
4535;Andreas Stoch;;23;23;10;0.246969;0.265343;0.000048;14;0.000202;0;0.403162;102;0.060578;;
5455;Joe Kelly MP;;22;22;10;0.241605;0.258746;0.000048;0;0.000157;0;0.779221;180;0.067134;Australia;
3369;Lizzie Blandthorn;;37;37;10;0.238782;0.256302;0.000048;0;0.00025;0;0.635135;423;0.087763;;
674;Hon. Candice Bergen, MP;;34;34;10;0.227885;0.243789;0.000048;21;0.000258;0;0.623886;350;0.091532;;
1243;Domingos Neto;;4;4;10;0.222847;0.238767;0.000048;10;0.000067;0;0.166667;1;0.006323;;
2665;Marcelo Miranda;;9;9;10;0.219984;0.235625;0.000048;10;0.000138;0;0.194444;7;0.009297;;
4386;Ludwig Hartmann;;13;13;10;0.217954;0.232052;0.000048;11;0.000151;0;0.25641;20;0.011523;;
5563;Fábio Faria;;7;7;10;0.217497;0.233674;0.000048;10;0.00011;0;0.190476;4;0.007317;;
221;Karin Binder, MdB;;12;12;10;0.214239;0.226982;0.000048;14;0.00015;0;0.409091;27;0.00864;;
3060;Walter Tocci;;3;3;11;0.208654;0.220289;0.000048;7;0.000042;0;0;0;0.003463;;
970;Charlie Flanagan;;6;6;11;0.20376;0.214352;0.000048;15;0.000106;0;0.4;6;0.002473;;
1177;Ron Weiser;;4;4;10;0.197051;0.205422;0.000048;23;0.000097;0;0.166667;1;0.001526;;
3193;Stewart Hosie MP;;21;21;10;0.192699;0.203024;0.000048;3;0.000333;0;0.438095;92;0.009519;;
4432;Jonathan Edwards - Plaid Cymru;;5;5;10;0.187244;0.195618;0.000048;3;0.000091;0;0.8;8;0.002293;;
428;Solveig Horne;;2;2;11;0.184248;0.189161;0.000048;5;0.000057;0;0;0;0.000421;;
2493;Fritz Güntzler MdB;;19;19;10;0.25492;0.278702;0.000047;16;0.000214;0;0.432749;74;0.049983;;
2689;Wolfgang Stefinger;;12;12;10;0.253781;0.276487;0.000047;16;0.000136;0;0.545455;36;0.038348;Germany;Christian Social Union of Bavaria
2931;Dr. Inge Gräßle;;16;16;10;0.248152;0.269614;0.000047;16;0.000185;0;0.516667;62;0.043293;;
465;Λευτέρης Χριστοφόρου - Lefteris Christoforou;;4;4;10;0.239606;0.258247;0.000047;5;0.000066;0;0.333333;2;0.01144;;
2644;Michael Danby;;30;30;10;0.239402;0.258022;0.000047;0;0.000205;0;0.710345;309;0.136922;Australia;Australian Labor Party
2707;Bärbel Höhn;;15;15;10;0.234974;0.254922;0.000047;11;0.000149;0;0.514286;54;0.067775;Germany;GRÜNE
3694;Emma Husar MP;;35;35;10;0.2342;0.252298;0.000047;0;0.000241;0;0.494118;294;0.126429;;
2055;Colleen Hartland, MP;;19;19;10;0.231475;0.244918;0.000047;20;0.000179;0;0.707602;121;0.017839;;
2253;Vernon Coaker;;5;5;9;0.222864;0.231353;0.000047;17;0.000099;0;0;0;0.001841;UK;Labour
5857;李婉鈺的園地;;22;22;11;0.20792;0.220662;0.000047;19;0.000237;0;0.363636;84;0.019052;;
5473;Iwona Arent;;4;4;11;0.206416;0.21738;0.000047;5;0.000071;0;0.166667;1;0.002029;Poland;Klub Parlamentarny Prawo i Sprawiedliwość
4209;Lindsey Graham;;2;2;10;0.20383;0.211631;0.000047;23;0.00006;0;0;0;0.00068;USA;Republican
2994;Laura Sandys;;5;5;10;0.190918;0.199331;0.000047;22;0.000125;0;0.4;4;0.00212;UK;Conservative
2516;Magdalena Andersson;;5;5;11;0.183459;0.190805;0.000047;11;0.000122;0;0.1;1;0.001117;;
3645;Derek Thomas;;3;3;10;0.181939;0.193801;0.000047;22;0.000084;0;0.666667;2;0.002675;UK;Conservative
104;Brendan Boyle;;4;4;9;0.264947;0.279309;0.000046;23;0.000082;0;0.5;3;0.007345;;
1036;Josh Shapiro;;4;4;9;0.264947;0.279309;0.000046;23;0.000082;0;0.5;3;0.007345;;
5213;Petra Ernstberger, SPD;;20;20;10;0.253737;0.273817;0.000046;14;0.000164;0;0.463158;88;0.148655;;
3674;Yves Robillard;;15;15;10;0.231094;0.247117;0.000046;18;0.000122;0;0.761905;80;0.047089;Canada;Liberal
2922;Sole Martinez;;14;14;10;0.230688;0.243436;0.000046;8;0.000185;0;0.692308;63;0.013727;;
1123;Hans Wilhelm Reiners;;7;7;10;0.223504;0.238886;0.000046;16;0.000091;0;0.095238;2;0.008811;;
4272;Alceu Moreira;;6;6;10;0.217866;0.229296;0.000046;10;0.0001;0;0.266667;4;0.002844;;
2456;Eric Massin;;12;12;10;0.216986;0.229159;0.000046;15;0.000176;0;0.651515;43;0.005684;;
4935;Merlong Solano;;4;4;10;0.216691;0.230315;0.000046;10;0.000067;0;0.5;3;0.006658;;
3416;Edivaldo Holanda Junior;;4;4;11;0.216152;0.231981;0.000046;10;0.000068;0;0.5;3;0.005791;;
870;Deputado Federal Genecias Noronha;;6;6;11;0.209357;0.22201;0.000046;10;0.000097;0;0.4;6;0.00296;;
2797;Pat Stier, United Conservative MLA for Livingstone Macleod;;12;12;10;0.207788;0.219444;0.000046;21;0.000122;0;0.348485;23;0.009795;;
417;Andrew Wall MLA;;6;6;11;0.205776;0.216826;0.000046;1;0.000059;0;0.266667;4;0.003705;;
2349;Nancy Pelosi;;4;4;9;0.264544;0.278948;0.000045;23;0.000082;0;0.666667;4;0.007326;USA;Democrat
1279;Rob Mitchell MP - Federal Labor Member for McEwen;;46;46;10;0.242547;0.262851;0.000045;0;0.000309;0;0.6657;689;0.201012;;
4533;Armin Schwarz;;5;5;10;0.240591;0.25828;0.000045;16;0.000068;0;0.6;6;0.01062;;
2569;Steven Miles MP;;24;24;10;0.240435;0.257589;0.000045;0;0.00017;0;0.804348;222;0.070802;;
4861;Cajus Caesar;;10;10;10;0.239674;0.255946;0.000045;16;0.000119;0;0.222222;10;0.020161;;
2058;Kamal Khera;;12;12;10;0.231375;0.24733;0.000045;18;0.0001;0;0.651515;43;0.038112;Canada;Liberal
5860;Senator Janet Rice;;25;25;10;0.226913;0.239154;0.000045;20;0.000242;0;0.65;195;0.016502;;
5583;Francesca Businarolo MoVimento 5 Stelle;;34;34;10;0.222277;0.235162;0.000045;7;0.000296;0;0.670232;376;0.041599;;
3999;Jens Bitzka;;12;12;10;0.22117;0.236072;0.000045;11;0.00013;0;0.242424;16;0.019756;;
2000;Carlos Ocariz;;12;12;9;0.220988;0.23118;0.000045;8;0.000197;0;0.515152;34;0.004456;;
4854;Yee Jenn Jong, JJ (余振忠);;8;8;10;0.212352;0.220164;0.000045;8;0.000165;0;0.642857;18;0.001982;;
2706;Aida Ayala;;11;11;10;0.208809;0.220423;0.000045;8;0.000156;0;0.309091;17;0.00894;;
1710;Sylvia Pantel;;21;21;10;0.261708;0.284404;0.000044;16;0.000237;0;0.404762;85;0.05887;Germany;Christian Democratic Union
302;Senator David Bushby;;30;30;10;0.254021;0.272967;0.000044;1;0.000231;0;0.6;261;0.071811;;
1207;Kerstin Radomski;;15;15;10;0.244687;0.266853;0.000044;16;0.000174;0;0.419048;44;0.045867;Germany;Christian Democratic Union
5779;Danielle Green MP - Member for Yan Yean;;35;35;10;0.240044;0.258206;0.000044;0;0.000236;0;0.62521;372;0.106647;;
2505;François Rebsamen;;5;5;10;0.238147;0.252978;0.000044;5;0.000074;0;0.2;2;0.010149;;
4490;Arnold Chan;;21;21;10;0.231302;0.247857;0.000044;18;0.000165;0;0.6;126;0.057579;Canada;Liberal
1157;Pierre Paul-Hus;;19;19;10;0.230941;0.247272;0.000044;21;0.000146;0;0.830409;142;0.064579;Canada;Conservative
802;Simone McGurk MLA;;15;15;10;0.230212;0.245052;0.000044;0;0.000119;0;0.504762;53;0.035415;;
1306;Segundo Cernadas;;18;18;10;0.221951;0.233716;0.000044;8;0.000237;0;0.509804;78;0.014436;;
495;Deputado Júlio Cesar;;4;4;10;0.211379;0.224719;0.000044;10;0.00007;0;0.166667;1;0.003631;;
4242;Omar Perotti;;3;3;11;0.19429;0.202022;0.000044;8;0.000066;0;0;0;0.000963;;
3354;Katrin Albsteiger;;23;23;10;0.251694;0.273222;0.000043;16;0.000264;0;0.3083;78;0.049446;Germany;CSU
2039;Morten Østergaard;;12;12;10;0.24216;0.254464;0.000043;12;0.000165;0;0.484848;32;0.009546;Denmark;The Social Liberal Party
676;Susan Lamb MP Longman;;27;27;10;0.241773;0.26049;0.000043;0;0.000188;0;0.51567;181;0.100829;;
3981;Petra Kammerevert;;11;11;9;0.24125;0.256626;0.000043;14;0.000108;0;0.381818;21;0.041477;;
391;Martin Lidegaard;;19;19;10;0.235639;0.248302;0.000043;12;0.000254;0;0.438596;75;0.01429;Denmark;The Social Liberal Party
3620;Michael Vietz;;7;7;10;0.235179;0.254134;0.000043;16;0.000091;0;0.380952;8;0.017834;Germany;CDU
3023;Garnett Genuis;;20;20;10;0.233644;0.24984;0.000043;21;0.000161;0;0.821053;156;0.068992;Canada;Conservative
4808;Αντώνης Σαμαράς /  Antonis Samaras;;5;5;10;0.233368;0.245184;0.000043;5;0.000087;0;0.2;2;0.003112;;
3221;Ricardo Coutinho;;7;7;10;0.230041;0.245242;0.000043;10;0.000108;0;0.333333;7;0.007199;;
2839;Silvia Chimienti;;21;21;10;0.220033;0.232405;0.000043;7;0.000189;0;0.7;147;0.026409;;
1058;Fiorella Molinelli;;2;2;10;0.219265;0.230217;0.000043;17;0.000043;0;0;0;0.002286;;
4936;O Rajagopal;;2;2;10;0.219265;0.230217;0.000043;17;0.000043;0;0;0;0.002286;;
969;Dario Tamburrano;;18;18;10;0.2186;0.229713;0.000043;7;0.000162;0;0.575163;88;0.020611;;
1806;Marie Montpetit, députée de Crémazie;;16;16;11;0.214177;0.227011;0.000043;2;0.000137;0;0.691667;83;0.016182;;
5162;Willy Demeyer;;13;13;10;0.212635;0.224613;0.000043;15;0.000193;0;0.525641;41;0.005367;Belgium;Socialist Party
2252;Holger Schou Rasmussen;;4;4;11;0.210881;0.221046;0.000043;12;0.000065;0;0.333333;2;0.002464;;
795;Mhairi Black MP;;13;13;10;0.192373;0.201911;0.000043;3;0.000211;0;0.538462;42;0.006353;;
670;Bettina Müller;;27;27;9;0.25413;0.274737;0.000042;14;0.000219;0;0.547009;192;0.206334;Germany;Social Democratic Party of Germany
5896;Bernhard Schulte-Drüggelte;;12;12;10;0.253933;0.276982;0.000042;16;0.000141;0;0.469697;31;0.039926;Germany;CDU
4729;David Casa;;8;8;10;0.248716;0.267832;0.000042;5;0.000112;0;0.678571;19;0.017579;;
398;Corinne Ellemeet;;12;12;10;0.248131;0.266601;0.000042;16;0.000141;0;0.409091;27;0.023623;;
2317;Mark Helfrich;;12;12;10;0.248131;0.266601;0.000042;16;0.000141;0;0.409091;27;0.023623;Germany;Christian Democratic Union
2555;Lisa Chesters MP;;32;32;10;0.240054;0.2586;0.000042;0;0.00022;0;0.530242;263;0.128592;;
432;Anne Stanley MP;;36;36;10;0.236035;0.254298;0.000042;0;0.000249;0;0.492063;310;0.132143;;
2998;John Robertson;;32;32;10;0.235395;0.252672;0.000042;0;0.000224;0;0.506048;251;0.104789;UK;Labour
3312;Nilson Leitão;;10;10;10;0.232669;0.248066;0.000042;10;0.000152;0;0.4;18;0.010858;;
5313;Annie Genevard;;7;7;10;0.232093;0.246338;0.000042;5;0.000111;0;0.380952;8;0.00691;France;Les Républicains
719;Laura Castelli;;25;25;10;0.223767;0.236565;0.000042;7;0.000219;0;0.716667;215;0.033638;;
3747;Michelle O'Byrne MP;;9;9;10;0.22231;0.236668;0.000042;0;0.000073;0;0.527778;19;0.027846;;
896;Philippe Courard;;8;8;10;0.213195;0.224766;0.000042;15;0.000117;0;0.5;14;0.003909;;
5381;Deputado Augusto Carvalho;;7;7;11;0.210027;0.223111;0.000042;10;0.000111;0;0.285714;6;0.003476;;
3521;Brenda Pogge;;3;3;10;0.186206;0.192766;0.000042;23;0.000097;0;0.333333;1;0.000828;;
461;James Kelly MSP;;5;5;10;0.173287;0.179333;0.000042;17;0.000111;0;0.5;5;0.001399;;
4660;Dagmar Schmidt;;37;37;9;0.2634;0.287229;0.000041;14;0.000299;0;0.585586;390;0.316412;Germany;Social Democratic Party of Germany
4389;Klaus-Dieter Gröhler;;13;13;10;0.259568;0.281441;0.000041;16;0.000152;0;0.487179;38;0.037525;Germany;Christian Democratic Union
3205;Gabriela Heinrich;;41;41;10;0.251084;0.272825;0.000041;14;0.000322;0;0.552439;453;0.294563;Germany;Social Democratic Party of Germany
579;Christian Porter;;23;23;10;0.249262;0.26632;0.000041;1;0.00018;0;0.573123;145;0.0516;Australia;Liberal Party
1450;Andrew Hastie;;19;19;10;0.246135;0.262716;0.000041;1;0.000151;0;0.602339;103;0.04552;Australia;Liberal Party
1548;William Amos - Pontiac;;23;23;10;0.242299;0.258059;0.000041;18;0.000178;0;0.648221;164;0.062427;;
3830;Karen Vecchio, Member of Parliament;;22;22;10;0.230571;0.247063;0.000041;21;0.00017;0;0.709957;164;0.068423;;
5526;Devendra Fadnavis;;9;9;10;0.230364;0.242795;0.000041;17;0.00015;0;0.555556;20;0.005633;;
5893;Bill Johnston MLA;;13;13;10;0.229844;0.244348;0.000041;0;0.000108;0;0.615385;48;0.026642;;
489;Dietmar Panske;;4;4;10;0.226287;0.242769;0.000041;16;0.000067;0;0.666667;4;0.007622;;
4480;Wilhelm Korth;;4;4;10;0.226287;0.242769;0.000041;16;0.000067;0;0.666667;4;0.007622;;
1770;Heidi Victoria MP;;26;26;11;0.221568;0.238267;0.000041;1;0.000196;0;0.726154;236;0.042354;;
4869;Apoio a Sérgio Cabral;;6;6;10;0.220402;0.235201;0.000041;10;0.000098;0;0.266667;4;0.005208;;
5677;Sara Paglini;;20;20;10;0.219894;0.231683;0.000041;7;0.000182;0;0.673684;128;0.02545;;
5297;Ghislain Bolduc;;19;19;11;0.212972;0.224868;0.000041;2;0.000162;0;0.701754;120;0.016662;;
5490;Pablo Rodriguez;;7;7;11;0.206221;0.219947;0.000041;18;0.00006;0;0.666667;14;0.027808;;
4110;Jan Redmann;;3;3;10;0.206171;0.21535;0.000041;13;0.000064;0;0.333333;1;0.001082;;
5400;Heráclito Fortes;;7;7;11;0.205711;0.218845;0.000041;10;0.000116;0;0.095238;2;0.00398;;
1432;Sen. Jason Rapert;;3;3;9;0.20569;0.215411;0.000041;23;0.000069;0;0;0;0.00179;;
16;Brandon Creighton;;6;6;9;0.199838;0.208249;0.000041;23;0.000144;0;0.4;6;0.002241;;
2627;Stephen Doughty MP;;6;6;9;0.198235;0.207388;0.000041;23;0.000152;0;0.133333;2;0.002218;;
4922;Bobby Schilling;;6;6;9;0.198235;0.207388;0.000041;23;0.000152;0;0.133333;2;0.002218;;
4018;Fernando Yunes Márquez;;7;7;11;0.196103;0.206119;0.000041;6;0.000119;0;0.380952;8;0.002872;;
3626;高金素梅(吉娃斯．阿麗);;6;6;11;0.19526;0.205356;0.000041;19;0.000085;0;0.2;3;0.003513;;
4366;Claudia Lücking-Michel;;18;18;10;0.263576;0.286874;0.00004;16;0.000202;0;0.333333;51;0.056171;Germany;CDU
5079;Martin Rosemann;;38;38;10;0.260278;0.283169;0.00004;14;0.000301;0;0.610242;429;0.334747;Germany;Social Democratic Party of Germany
992;Carola Reimann;;38;38;9;0.259808;0.281593;0.00004;14;0.0003;0;0.611664;430;0.323837;Germany;Social Democratic Party of Germany
1946;Silke Launert;;14;14;10;0.247912;0.271712;0.00004;16;0.000157;0;0.362637;33;0.047724;Germany;Christian Social Union of Bavaria
271;Francois André, Député d'Ille-et-Vilaine;;5;5;10;0.241605;0.255224;0.00004;5;0.000085;0;0.5;5;0.004954;;
121;Senator Carol Brown;;55;55;10;0.239043;0.259692;0.00004;0;0.000371;0;0.544108;808;0.214491;;
3916;Rüdiger Weiß;;12;12;9;0.238118;0.256462;0.00004;14;0.000112;0;0.409091;27;0.071512;;
351;Monica Cirinnà;;12;12;10;0.237821;0.251265;0.00004;7;0.000178;0;0.409091;27;0.007388;;
3448;Stéphane Lauzon;;14;14;10;0.235282;0.251538;0.00004;18;0.000113;0;0.593407;54;0.035571;Canada;Liberal
3386;Serge Cormier, Député/M.P.;;16;16;10;0.230634;0.246406;0.00004;18;0.000127;0;0.741667;89;0.045403;;
845;Cathay Wagantall, M.P.;;20;20;10;0.230616;0.247131;0.00004;21;0.000154;0;0.694737;132;0.063634;;
890;Filiz Hyusmenova;;3;3;10;0.228927;0.238516;0.00004;15;0.00006;0;0.333333;1;0.001632;;
4587;Giulia Di Vita;;30;30;10;0.223979;0.237208;0.00004;7;0.000261;0;0.754023;328;0.039755;;
3911;João Leão;;8;8;11;0.206618;0.220286;0.00004;10;0.000122;0;0.25;7;0.004719;;
170;José Rosas Aispuro Torres;;8;8;11;0.206582;0.217151;0.00004;6;0.000136;0;0.25;7;0.003445;;
2075;Christine St-Pierre;;21;21;11;0.206553;0.21913;0.00004;2;0.000177;0;0.7;147;0.019285;;
366;عيسوي فريج Esawi Freige עיסאווי פריג';;3;3;10;0.157453;0.161283;0.00004;4;0.000081;0;0.666667;2;0.000598;;
4713;Eberhard Gienger;;22;22;10;0.255947;0.278334;0.000039;16;0.000244;0;0.562771;130;0.062834;Germany;Christian Democratic Union
3519;Alexander Dobrindt MdB;;17;17;10;0.244536;0.266615;0.000039;16;0.000196;0;0.470588;64;0.044871;;
703;Sylviane Bulteau;;6;6;10;0.241753;0.255492;0.000039;5;0.000102;0;0.666667;10;0.005558;;
4623;David Feeney MP;;19;19;10;0.237496;0.254654;0.000039;0;0.000137;0;0.251462;43;0.055177;;
5249;Henrik Sass Larsen;;15;15;10;0.237439;0.250221;0.000039;12;0.000203;0;0.6;63;0.012085;Denmark;The Social Democratic Party
4434;Albert Weiler;;5;5;10;0.237391;0.25594;0.000039;16;0.000071;0;0.2;2;0.012735;Germany;Christian Democratic Union
2952;Senador Wilder Morais;;7;7;9;0.23532;0.247684;0.000039;10;0.000109;0;0.190476;4;0.00508;;
5108;Andrew Powell;;30;30;11;0.220402;0.234292;0.000039;1;0.000238;0;0.581609;253;0.025484;;
5667;Jaime Perelló;;7;7;10;0.220361;0.230064;0.000039;23;0.000115;0;0.619048;13;0.004111;;
5232;Stefano Bonaccini;;3;3;10;0.220148;0.232287;0.000039;7;0.000053;0;0.333333;1;0.00228;;
1223;Luciane Carminatti;;8;8;10;0.219078;0.234775;0.000039;10;0.000122;0;0.464286;13;0.010095;;
1267;James Shaw MP;;8;8;11;0.204133;0.213434;0.000039;20;0.000096;0;0.464286;13;0.0038;;
1911;Siddaramaiah;;6;6;12;0.151357;0.155106;0.000039;17;0.0002;0;0;0;0.001183;;
3117;Tim Wilson - Federal Liberal Member for Goldstein;;35;35;10;0.250658;0.269681;0.000038;1;0.000264;0;0.563025;335;0.079462;;
3831;Ronja Kemmer;;34;34;10;0.246577;0.270543;0.000038;16;0.000376;0;0.352941;198;0.075183;Germany;Christian Democratic Union
446;Gisela Manderla;;14;14;10;0.246289;0.267948;0.000038;16;0.000163;0;0.43956;40;0.036412;Germany;CDU
4079;Mayor Tom Tate;;13;13;10;0.240356;0.25655;0.000038;1;0.000106;0;0.551282;43;0.022015;;
1962;Ulrich Schneider;;12;12;9;0.237994;0.251813;0.000038;11;0.000125;0;0.545455;36;0.024029;Germany;GRÜNE
1258;Gérard Collomb;;6;6;10;0.232889;0.244596;0.000038;5;0.0001;0;0.6;9;0.003929;;
