Id;Label
4796;Lucy Wicks MP
3315;Julia Banks MP
1343;Christophe Béchu
4280;Jacques Alain Benisti
2307;Georges Fenech
3987;Damien ABAD
481;Nicole Ameline
2608;Valérie Boyer
1842;Bruno Le Maire
2505;François Rebsamen
1095;Renaud Muselier
284;Sylvain Gaudreault
3508;Daniel Cohn-Bendit
1927;François Bayrou
3174;Sylvain Berrios
2614;Pierre Morel A L'Huissier
496;Jean-Louis Costes
3627;Virginie Duby-Muller
1360;Claude Bartolone
3267;Estelle Grelier
3535;Jean-Claude Gaudin
5728;Baupin Denis
5828;Jean Leonetti
2509;Franck Proust
3634;François Baroin
1652;Laurent Wauquiez
5371;Jean-Louis Borloo
1750;Michel SAVIN, Sénateur de l'Isère
3737;David Douillet
5113;Olivier Dassault
1947;Pascal Bérubé
2152;Kheira Bouziane
1026;Gerald Darmanin
2441;Christian Estrosi
308;Alain Leboeuf
4302;Chantal Jouanno
401;Valérie Pécresse
217;Дмитрий Медведев
1923;Benoist APPARU
2824;Sabine Buis
4186;Edouard Courtial
2164;Jean-Paul Fournier
3755;Gilles Carrez
3583;Jean-Patrick Gille
4949;Thierry Mariani
5066;Elisabeth Morin-Chartier
4784;Elisabeth Doineau
4873;Ségolène Royal
600;Elie Aboud
233;Hervé Gaymard
1789;Jean-Pierre Decool
5470;Catherine Beaubatie
2622;Frédéric Lefebvre
329;André Villeneuve
787;Bekim Ҫollaku
4507;Dominique Estrosi Sassone
1799;Nathalie Kosciusko Morizet
1406;François de Rugy
5311;Xavier Bertrand
5313;Annie Genevard
4321;Jacqueline Gourault, ministre auprès du ministre d'Etat, min de l'Intérieur
3490;Marielle de Sarnez
3862;André Chassaigne
4431;Pierre-Alain Muet
537;Jean-Luc Laurent - Mouvement Républicain et Citoyen
2953;François Fillon
3237;Benoît Hamon
239;Laurent Fabius
1339;Martine Ouellet
1228;Rama Yade
3592;Jean-Yves Le Bouillonnec
454;Nicolas Dupont-Aignan
1230;Jean-François Lisée
1066;Nathalie Griesbeck
2112;Christa Markwalder
4063;Hervé Mariton
4619;Luc Chatel
5097;Jean-Christophe Lagarde
1028;Eric Ciotti
5253;Laurent GRANDGUILLAUME
5167;Stéphane Bergeron Verchères
1827;Yves Jégo
363;Soro Guillaume Kigbafori
3604;Françoise Grossetête
2209;Cécile Duflot
1246;Alexandre Cloutier
3516;Laurence Arribagé
1541;Charles Ange Ginesy
1542;Maurice Leroy
4539;Erwann Binet
4732;Jean-Luc Moudenc
823;André Santini
1401;Armando Monteiro
629;Otavio Leite
888;José Aníbal
1919;Raimundo Matos
1950;Cauê Macris
798;Jorge Côrte Real
3483;Miguel Coelho
3751;Ricardo Tripoli
5247;João Leite
637;Raul Henry
5842;Pedro Cunha Lima
5741;Miguel Haddad
1303;Deputado Vanderlei Macris
310;Bruno Araújo
5291;Antonio Imbassahy
5002;Jutahy Magalhães Jr.
4590;Eduardo Azeredo
226;Priscila Krause
2446;Deputado Arnaldo Jardim
1069;Onyx Lorenzoni
1103;Floriano Pesaro
1708;Paulo Abi-Ackel
1075;José Agripino
2038;Cássio Cunha Lima
3729;Felipe Maia
4458;Rogério Marinho
4353;Ruy Carneiro
5197;José Carlos Aleluia
270;Delegado Francischini
1943;Carlos Sampaio
3939;Marcus Pestana
5688;Marco Tebaldi
5835;Mendonça Filho
1915;Josip Juratovic
1756;Ralf Kapschack
2628;Saskia Esken, SPD
4660;Dagmar Schmidt
5525;Florian Post
3219;Dr. Dorothee Schlegel
4525;Ulrich Kelber
3205;Gabriela Heinrich
5508;Ute Finckh-Krämer
1470;Thomas Oppermann
408;Gülistan Yüksel - Miteinander. Für Deutschland.
5079;Martin Rosemann
403;Dennis Rohde
5495;Arne Lietz, SPD
4284;Joachim Poß
5701;Caren Marks
4901;Ulla Schmidt
5868;Christina Jantz-Herrmann
877;Claudia Tausend
3324;Michaela Engelmeier, MdB
1023;Ulrike Bahr
1194;Frank Schwabe
4476;Helga Kühn-Mengel
4011;Sabine Dittmar, MdB
1627;Angelika Glöckner, SPD
941;Norbert Spinrath, MdB
5781;Nina Scheer
678;Tammam Salam
3655;Menderes TÜREL
4567;Uwe Wallrabe
2295;LIM LIP ENG 林立迎
4899;Rajiv Rishyakaran
5389;Chris Matheson - Chester MP
197;Jesper Würtzen
4700;Margaret Horb MdB
2324;Axel Müller
200;蔡煌瑯
4511;李進勇
3559;蔡易餘 家己人
201;Representative Ron Simmons
1419;Bryan Hughes
4268;Kirit Somaiya
202;Katja Suding
1348;Bernd Schlömer
4358;Michael Theurer
4970;Frank Sitta
3852;Nicola Beer
1798;Michael Kauch
2630;Mamata Banerjee
4665;Marie-Agnes Strack-Zimmermann
5237;Stefan Birkner
1126;Holger Zastrow
2893;Sabine Leutheusser-Schnarrenberger
1270;Daniela Schmitt
3234;Wolfgang Kubicki
1988;UPR - Union Populaire Républicaine
2492;Christian R.M. Lucks
5903;Werner Langen
1085;Jens P. Meyer
1660;Gesine Meißner
203;Gottfried Curio
1305;Dr. Götz Frömming, MdB
4360;Jeannette Auricht
204;Kateřina Valachová
429;Jan Novák
811;Lubomír Zaorálek
457;Milan Štěch
4263;陳琬琛 Chan Yuen Sum, Sumly
5646;Tomáš Prouza
4008;Jan Hamáček
3271;Bohuslav Sobotka
205;Representative Ramon Romero, Jr.
1156;Chris Turner
3989;State Representative Nicole Collier
390;Rafael Anchía
206;Senator Enverga
5444;Senator Victor Oh
207;Mike Nahan
618;Matt Taylor
1862;Liza Harvey MLA
3566;Ben Morton
2878;Marie-Claude Nichols
972;Maryse Gaudreault
5453;Jean Habel - Député de Sainte-Rose
3067;Caroline Simard
209;Kate Green
626;Shashi Tharoor
992;Carola Reimann
3076;Martin Gerster
1853;Brigitte Zypries
4838;Carsten Sieling
603;Stefan Schwartze
4643;Sabine Bätzing-Lichtenthäler
388;Dr. Edgar Franke
3536;Erwin Sellering
3451;Ulla Schulte
3714;René Röspel
1948;Ingo Gädechens Fanpage
2537;Susanne Mittag
211;Gabi Weber
1378;Karl-Heinz Brunner
2547;Malu Dreyer
2551;Hilde Mattheis
4034;Hans-Joachim Schabedoth
1045;Detlev Pilger
4878;Michael Groß
3404;Stefan Schostok
1686;Jan Stöß
4964;Diego Andrade
4427;Swen Schulz
2572;Uli Grötsch
2373;Bela Bach
5076;Bernd Westphal
5510;Knut Fleckenstein
3793;Eva Högl
5797;Hubertus Heil
1984;Rainer Spiering
1440;Sarah Ryglewski
5657;Andreas Rimkus
3709;Udo Schiefner
1188;Gustav Herzog MdB
817;Hüda Kaya
1225;Osman Baydemir
5602;Ertuğrul Kürkçü
814;Gültan Kışanak
2036;Joschka Langenbrinck
4597;Nursel Aydoğan
213;Ernesto Cordero
2305;Enrique Vargas Del V.
3954;Edgar Olvera Higuera
4513;Miguel Ángel Yunes Márquez
4475;Margarita Zavala
2024;Mauro Guerra Villarreal
827;Alfonso Martínez Alcázar
214;André Puccinelli
3654;Carlos Marun
4133;Tereza Cristina Corrêa da Costa Dias
1034;Otávio Trad
4548;Simone Tebet
4902;Elizeu Dionizio
3095;Andreas Steenberg
5126;Lone Loklindt
1630;Lotte Rod
1961;Jeppe Kofod
4258;Carolina Magdalene Maier
2039;Morten Østergaard
216;Oscar García Barrón
4826;Assemblyman Mike Norris
853;Assemblyman Ray Walter
5792;George E. Pataki
3302;Elise Stefanik
218;Amran Hussain
518;Luke Pollard
425;Catherine McKinnell
2491;Dr Rupa Huq for Ealing Central and Acton
3757;Luciana Berger, Labour & Co-operative MP for Liverpool Wavertree
1553;Caroline Flint MP
4820;Rushanara Ali
5025;Karen Buck
935;Diane Abbott MP
2211;Angela Eagle
5369;Aung San Suu Kyi
5606;Dan Jarvis
219;Monika Lazar
2485;Uwe Kekeritz
2085;台北市議員徐弘庭
4774;立法委員 黃偉哲
2227;莊啟旺
1493;賴瑞隆
3471;陳明義
679;Dr. Gesine Lötzsch
3070;Oskar Lafontaine
2275;Sahra Wagenknecht
272;Klaus Ernst
5802;Cornelia Möhring
222;Daniela Kluckert
223;Tancredi Turco
4243;Hans-Ulrich Rülke
4919;Nicole Langer
2985;Jacopo Berti
1851;Katie Omstead
1381;Nadim Gemayel
1603;Mike Gipson
4291;Beto Faro
3282;Denise Köcke
2340;Emmanuella Lambropoulos
1297;Representative Kent Ackley
775;Eva Maydell (Paunova)
4055;Alpha Condé Président
3659;Sean Kyne TD
4225;Bobby Morrissey
1345;Senator Grant Mitchell
1205;Ana Birchall
5777;Mauricio Fernández Garza
2856;Senator Mobina Jaffer
1227;Maneka Gandhi
2008;Thomas Dang
5704;Flávia Morais
5314;James Maloney
5775;Mary Ng
3518;Alina Gorghiu
227;Mayor Matt Burnett
228;Alejandra Morlan
3602;Gabino Cué Monteagudo
229;Manfred Weber
2688;Ramona Manescu
230;Гордана Јанкулоска / Gordana Jankuloska
4552;Nikola Gruevski
5476;Mile Janakieski
4062;Antonio Miloshoski
5764;Зоран Ставрески
5174;Rebega Laurentiu
3569;Rebecca Harms
2067;José Bové
513;Winfried Kretschmann
378;Ann Linde
4023;Cem Özdemir
3646;Michael Cramer
232;George P. Bush
1522;Congressman Joe Barton
1732;Rogán Antal
4770;State Representative Justin Holland
4408;Michel Dantin
234;Mike Weissman
807;Rep. Jeff Bridges
5317;Joe Biden
236;Henry McMaster
3039;Rick Santorum
237;פנינה תמנו- שטה
4733;Boaz Toporovsky - בועז טופורובסקי
1290;Dov Lipman
2077;מאיר כהן - Meir Cohen
4707;Konstantin von Notz
5865;אלעזר שטרן Elazar stern
2474;רינה פרנקל - Rina Frenkel M.K.
4651;Mickey Levy - מיקי לוי
2592;שמעון סולומון
1469;יעל גרמן - Yael German
5327;Yair Lapid - יאיר לפיד
5328;יעקב פרי - Yaakov Perry
409;יואל רזבוזוב - Yoel Razvozov
238;James Lankford
2167;Steve Stivers
3542;Hon. Janis Johnson
4370;Mike Lee
3811;William Hague
1047;José Antonio Meade
240;Amber Rudd MP
575;Maria Caulfield MP
4312;Caroline Ansell
4762;Damian Collins
2440;Chris Skidmore
5078;Justine Greening
3296;Huw Merriman MP
3291;Robert H Halfon
2705;Nus Ghani
241;Thomas Kastrup-Larsen
4530;Marcos Peña
3599;Jorge Macri
4214;Federico Pinedo
244;Emma Kealy for Lowan
246;Chris Murphy
5027;Senator Ron Wyden
3898;יעל כהן פארן Yael Cohen Paran
4145;Don Beyer
654;Jeff Merkley
5876;John Sarbanes
348;Dan Drew
247;Anne McTaggart for Glasgow
2816;Hanzala Malik- Politician
5020;Neil Findlay MSP
3517;Claire Baker MSP
2561;Alex Rowley MSP
3943;Lewis Macdonald
846;Iain Gray
2859;Neil Bibby
5268;Kezia Dugdale
5169;David Stewart
5152;Rhoda Grant
461;James Kelly MSP
5080;Elaine Smith MSP
2796;Ian Murray for Edinburgh South
3813;Claudia Beamish
3863;Ken Macintosh MSP
1514;Jenny Marra MSP
248;Patrick Janssen
249;מייקל אורן Michael Oren
250;Senadora Lúcia Vânia
3119;Xavier García Albiol
4746;Teotonio Vilela Filho
3556;João Campos
4252;Marconi Perillo
1700;Liderança PSDB Senado
2143;Gustavo Mendanha
251;ირაკლი კობახიძე / Irakli Kobakhidze
252;Clyde Williams
1515;Andre
5402;Enio Verri
254;Ine Eriksen Søreide
1015;Hendrik Schmitz
256;Michael Müller
5042;Dilek Kolat
2248;Kevin Hönicke
5414;Mechthild Rawert
4703;Derya Çağlar
257;Izalci Lucas
4466;Manoel Junior
258;Mike MacKenzie
737;Joan McAlpine
2502;Alex Salmond
1714;Dalia Grybauskaitė
567;Humza Yousaf
1423;Dennis Robertson SNP
4653;John Swinney  MSP
2444;Joe FitzPatrick MSP
260;Senator Andrew Lang
483;Senator Scott Jensen
1392;Senator Andrew Mathews
973;Senator Scott Newman
261;Paul Magnette
1865;Fadila Laanan
896;Philippe Courard
1784;Julien Uyttendaele
1298;Laurette Onkelinx
5457;Jean-Claude Marcourt - Officiel
4792;Aaron Farrugia
3086;Ahmed Laaouej
1706;Özlem Özen
1388;Elio Di Rupo
2018;Christie Morreale
2456;Eric Massin
2335;Hugues Bayet
1356;Anne Lambelin
4521;Anja König
2957;Emir Kir
5162;Willy Demeyer
262;Rishi Sunak
263;Tom Hayes
2836;Grzegorz Schetyna
1722;Marek Plura
3370;Martina Dlabajová
2607;Heinz K. Becker
3385;Jan Olbrycht
265;Michael Fabricant
266;Steen Christiansen
1485;Mette Frederiksen
3265;Ahmed Patel
546;Juliette Méadel
268;Maria Chiara Carrozza
2434;Antonio Bassolino
1204;Marianna Madia
269;Dame Caroline Spelman MP
4515;Wladimir Costa
1097;Deputado Federal Zé Silva
1377;Ezequiel Teixeira
625;Givaldo Carimbão
5756;Paulinho da Força
1236;Arthur Oliveira Maia
4441;Felipe Francischini
3778;Kevin Byrne
4984;Helder Salomão
274;Calin Popescu Tariceanu
2470;Mark Rutte
3163;Gratiela Gavrilescu
275;Malini Laxmansingh Gaur
2049;Shivraj Singh Chouhan
3722;Rúnar Gíslason
1629;Shafi Parambil
4573;PK Kunhalikutty
558;Oommen Chandy
5714;Jana Schimke
2881;Hermann Färber
2135;Matthias Zimmer
3732;Josef Rief
2717;Patrick Meinhardt
3547;Ingo Wellenreuther
3740;Gero Storjohann, MdB
5125;Maria Böhmer
5041;Günter Krings
4039;Markus Grübel
3051;Gitta Connemann
4150;Dr. Karl A. Lamers
2863;Marcus Weinberg
3972;Nina Warken
3598;André Berghegger. Gemeinsam für das Osnabrücker Land
3346;Matern von Marschall
278;Barbara L'Italien
3475;Brian A. Joyce
2635;Colbert Martins Filho
2359;Jen Benson
279;Dr. Sascha Raabe
2791;Angelika Krüger-Leißner, MdB
670;Bettina Müller
5691;Stefan Rebmann
280;Emmanuelle Cosse
281;Hans-Werner Kammer
1674;Ute Meiers
4887;Johannes Klomann
2629;Doris Ahnen
2257;Alexander Schweitzer
283;René Mendívil
299;Marc Bourcier, député de Saint-Jérôme
1588;Dave Turcotte
1955;Filippo Leutenegger
5206;Alain Therrien
1855;Sylvain Rochon
4772;Paulina Ayala
4115;Sylvain Pagé
5841;François Gendron, Abitibi-Ouest
5235;Agnès Maltais
4846;Gaétan Lelièvre
285;Danny O'Donnell
2229;Attorney General Eric Schneiderman
286;Akhilesh Yadav
287;Oliver Dowden
2556;Richard Harrington
5222;Hannah David
4462;Bob Blackman MP
369;Kelly Tolhurst
5632;Gavin Williamson
2040;Zac Goldsmith
2027;Brandon Lewis
1382;Grant Shapps MP
289;Chen Show Mao
4854;Yee Jenn Jong, JJ (余振忠)
4238;Pritam Singh
5513;Sylvia Lim
1426;Daniel Goh 吴佩松
4948;John Carter
290;Емил Димитриев
291;Janine Freeman
3217;John Quigley
5057;Peter Watson MLA
292;Silke Gebel
589;Vitor Valim
2393;Peter Meiwald, Bündnis 90/Die Grünen
830;Scott Peters
2782;Sherrod Brown
2661;Howard Dean
704;Alameda County Supervisor Scott Haggerty
3816;Mitch McConnell
338;Mark Ridley-Thomas
466;Tammy Baldwin
3503;Kamala Harris
5507;Dianne Feinstein
4944;Alfredo Pallone
1280;Russ Feingold
4367;Scott Wiener
3071;Kirsten Gillibrand
294;Leif Mikkelsen
2302;Henrik Dahl
2119;Carsten Bach
295;Oliver Grundmann
4962;Jens Gieseke
2493;Fritz Güntzler MdB
296;Nagy József
1729;Bugár Béla
875;Michael Stübgen
3029;Andrew Percy
1213;Véronique Hivon
777;Nicolas Marceau
300;Herbert Mertin
301;Michaela Kaniber, MdL
4956;Kerstin Schreyer
5830;Helmut Radlmeier
302;Senator David Bushby
4467;Will Hodgman
2170;Silvano Aureoles Conejo
789;Jorge Carlos Ramirez Marin
799;Chon Orihuela
4189;César Camacho
5045;Adriana Hernández
4222;Jonathan Arnott MEP
2627;Stephen Doughty MP
4922;Bobby Schilling
5883;Tim Scott
5348;Witold Waszczykowski
5139;Beata Szydło
306;Clémentine Autain
584;Marie-George Buffet
1508;Pierre Laurent
1767;Jean-Luc Mélenchon
307;Giovanni Toti
1665;Deborah Bergamini
1891;Simone Baldelli
5130;Elisabetta Gardini
5838;Mariastella Gelmini
311;Dario Parrini
2224;Sara Moretto
312;J.P.Nadda
5056;Dharmendra Pradhan
708;Naraparaju Ramchander Rao
313;Anna Krupka
4907;David Bernier
4300;Sylwester Tułajew
668;Nathan Barrett - Community Solutions
2751;Sevim Dagdelen
314;Niky Cantard
628;Lucila Lehmann
2028;Elisa Lilita Carrió
316;Filippo Gallinella
1027;Andrea Vallascas
317;David Usupashvili Official
5897;Professor Yemi Osinbajo
593;Kakha Kaladze კახა კალაძე
318;Professora Dorinha
3971;Kátia Abreu
319;Marcus Held
3459;Roger Lewentz
5839;Paulo Pontes
5487;Carlos Matos
321;עודד פורר - Oded Forer
323;Mark Pocan
1391;Rep. Cory Mason
324;Kelvin Davis
2312;Shane Jones
3704;Poto Williams
3264;Tamati Coffey - Labour MP for Waiariki
645;Peeni Henare
3413;Meka Whaitiri MP
433;Carmel Sepuloni MP
4954;Chris Hipkins MP
1430;Jerome Mika
1699;Andrew Little
2063;David Cunliffe
1980;Phil Goff
3203;Jacinda Ardern
5591;Adrian Rurawhe
4108;Claire Szabó
5679;Iain Lees-Galloway MP
325;Jill Seymour MEP
5443;Nathan Gill AM MEP
5363;James Carver MEP
326;Carlos Brandão
5498;Luciano Leitoa
327;John Tory
328;Juan Fernández SN
1277;Guy Leclair, député de Beauharnois
2874;Lorraine Richard
5038;Carole Poirier
5745;Claude Cousineau
2966;Martin Ouellet, député de René-Lévesque
5559;Maka Kotto
2969;Michel Boudrias
235;Gilles Duceppe
330;Martin Docherty-Hughes MP
795;Mhairi Black MP
331;Phil Berger
2459;Senator Deanna Ballard
3289;Richard Burr
652;Pat McCrory
4309;Rep. Scott Stone
332;Camau Espínola
4242;Omar Perotti
5895;Marietje In Europa
333;Holger Müller MdL
1544;Peter Biesenbach
2978;Hermann-Josef Tebroke
5735;Magda Culotta
335;Petro Auštrevičiaus biuras
2931;Dr. Inge Gräßle
2658;Norbert Lins
3628;Marion Gentges
1749;Hedi Thelen
337;Delegate Ariana Kelly
2006;John K. Delaney
4347;Martin O'Malley
1524;Delegate Jheanelle Wilkins
2605;John Chiang
339;Representative Lucy Torres-Gomez
340;Ricardo Izar - Deputado Federal
2245;李慶元
3013;Dep Pr Jefferson Campos
4336;Guilherme Mussi
341;蘇浩 Anthony So
2471;陳志全議員（慢必）專頁
1861;袁彌明 Erica Yuen
342;Stuart Donaldson
722;Patricia Gibson MP
4734;Steven Paterson SNP
1788;Angus Robertson - SNP Depute Leader
5203;Christian Allard SNP
3193;Stewart Hosie MP
2178;Stewart McDonald MP
3804;Calum Kerr SNP
3771;Chris Law MP
5666;Drew Hendry MP
1655;Tasmina Ahmed-Sheikh
1144;Neil Gray MP
2696;Martyn Day MP
5605;Peter Grant MP
924;Shona Robison
538;Kirsty Blackman MP
343;Luke Hall MP
1149;Helen Whately
344;Pierfrancesco Majorino
3690;Pierfrancesco Maran
3028;Cristina Tajani
4191;Ada Lucia De Cesaris
1599;Francesca Balzani
345;Leung Kwok Hung
971;梁耀忠 Leung Yiu Chung
816;黃浩銘 Raphael Wong
3084;Fernando Chiu-hung Cheung 張超雄
4839;Charles Mok 莫乃光
2490;Kwok Ka Ki 郭家麒
4445;Osmar Almeida Junior
5338;Marinha Raupp
2511;Eduardo Braga
3202;Conceicao Sampaio
5853;Dulce Miranda
347;Panos Kammenos
4816;Rosa DeLauro
349;Alexis Tsipras Intl
1016;Alexis Tsipras
4208;Casildo Maldaner
4518;Donatella Albano - Senatrice della Repubblica
352;Felix Schreiner
353;Devin Nunes
5409;Warren Christopher
5837;Dorothee Martin
4204;Stefan Kämmerling - SPD
881;Abubakar Bukola Saraki
358;Jana Černochová
2233;Alexandra Udženija
3636;Petr Fiala
359;Senator Roger Chamberlain
5805;Senator Carrie Ruud
2114;George Stathakis
5902;Senator Michelle Benson
360;Lokman Çağırıcı
1221;Recep Tayyip Erdoğan
2318;Kevin Lamoureux
362;Stanislav Polčák
2650;Markéta Pekarová Adamová
2344;Karel Schwarzenberg
3469;Luděk Niedermayer
2176;MEP Josef Weidenholzer
5522;Gabriele Heinisch-Hosek
936;Birgit Gerstorfer
4232;Jörg Leichtfried
3543;Evelyn Regner
3400;Andreas Schieder
5520;Jutta Steinruck
364;Frank Guinta
4995;Dr. Klaus-Peter Schulze
3047;馬躍．比吼 Mayaw Biho
3422;林昶佐 Freddy Lim
4267;李晏榕 Yen-jong Lee
1013;王寶萱
367;Ramón Guerrero
2304;Andres Manuel Lopez Obrador
5670;Anne Marie Morris MP
740;Craig Mackinlay MP
5890;Julian Brazier
2994;Laura Sandys
370;Jasmina Hostert
4535;Andreas Stoch
1805;Nils Schmid
372;André Fufuca
374;Councillor Josh Turiel
375;Scott McConnell MLA: Member for Stuart
3003;Lawrence Costa MLA: Member for Arafura
5648;Paul Kirby: Member for Port Darwin
2504;Kate Worden MLA: Member for Sanderson
687;Chansey Paech MLA : Member for Namatjira
431;Michael Gunner
664;Jeff Collins MLA: Member for Fong Lim
1702;Ngaree Ah Kit: Member for Karama
376;Ruedi Noser
5269;Ignazio Cassis
377;Trevor Mallard MP
2923;Guy Bourgeois
1885;Megan Woods - MP for Wigram
860;Annette King of Rongotai
3756;David Shearer
3130;Clare Curran for Dunedin South
3238;David Clark
5558;Mojo Mathers
3878;Chao-Fu Wu
5391;Grant Robertson
1030;Chrys Kefalas
380;Daniela Holzinger-Vogtenhuber
5783;Peter Kaiser
381;Søren Gade
382;Zbyněk Stanjura
3869;Evžen Tošenovský
4843;Miroslava Němcová
3759;Dieter Stier
4366;Claudia Lücking-Michel
2618;Dr. Michael Meister
3606;Nicole Maisch
2122;Ursula Groden-Kranich
663;Erwin Rüddel
3621;Peter Crisp, MLA Member for Mildura
1998;Bernie Finn MP
4424;Петро Порошенко
386;Ivan Lewis MP
2215;Chris Webb
387;Uwe Schummer
574;Heribert Hirte
5568;Stephen Gethins MP
4109;Karl-Heinz Florenz
5733;Jan Metzler
4129;Stefan Rouenhoff
389;Jozo Radoš
2406;Franc Bogovič
5813;Vesna Pusić
442;Guy Verhofstadt
711;Angelika Mlinar
3499;Angelika Winzig
2919;Iñigo Urkullu
399;Trine Bramsen
1128;Laura Lindahl
392;Richard Longstreth
476;Jess Mears, Libertarian
393;Paul Rübig
2886;Josef Pühringer
2068;Andrä Rupprechter
783;August Wöginger
2959;Enver Hoxhaj
1513;Viviane Reding
5553;Othmar Karas
1398;Sophie Karmasin
4078;Reinhold Lopatka
3561;Claudia Schmidt
5189;Wilfried Haslauer
620;Mette Bock
5143;Thyra Frank
1873;Oscar Almaraz Smer
2226;Christina Egelund
5297;Ghislain Bolduc
1021;Lucie Charlebois
2897;Austin Petersen
5260;Rick Crawford
5886;Kymberly Marcos Pine
963;Patrick McHenry
4350;Robert Pittenger
1432;Sen. Jason Rapert
705;Margaret Greenwood MP
5267;Bill Huizenga
398;Corinne Ellemeet
765;Ingrid Pahlmann
2149;Ole Schröder
5274;Thomas Stritzl
3632;Norbert Brackmann
5223;Erik Christensen
5249;Henrik Sass Larsen
4019;Mette Abildgaard
4048;Christine Antorini
3033;Nicolai Wammen
5063;Jeppe Bruus
1556;Josephine Fock
400;Steffen Kanitz
3797;Klaus Kaiser
717;Astrid Timmermann-Fechter
3791;Stephen Paul MdL
5310;Maximilian Schmidt
1404;Alexander Saipa
2475;Kristian Kater
2001;Boris Pistorius
1647;Deniz Kurku - SPD
4906;Deputado Federal Alexandre Leite
4618;Tevfik Özkan
404;Martín Orozco
1951;Miguel Romo
405;Tomás Guanipa
1138;Julio Borges
4306;Leon Perera
5862;Stanisław Jurcewicz
4006;Delsa Solórzano
4822;José Antonio Mendoza
4226;Henrique Capriles Radonski
5294;Brian Fincheltub
4929;Daniel Fishman for Auditor
406;Tracey Martin
407;Umar Nasko
4433;د. حنان الفتلاوي
2550;Tawakkol Karman
4871;خميس الخنجر
752;Tariq Alhashimi - طارق الهاشمي
3829;Jens Löw
460;Daniel Born MdL
815;Gabriele Katzmarek
957;אלי בן דהן
410;Sachin Pilot
5131;Congressman Jim Banks
3366;Ajay Maken
411;Marc Joulaud
5323;Angélique Delahaye
4673;Philippe Juvin
1179;Alain Cadec
412;Arnold Viersen
413;Hildegard Bentele
4389;Klaus-Dieter Gröhler
3096;Thorsten Schatz
3557;Maren Jasper-Winter
2510;盧秀燕
586;羅明才
4554;魏嘉賢
4912;徐巧芯
415;Petra Sitte
70;Aron Modig
5342;Sara Skyttedal
4741;John Barilaro
5430;James Milligan MLA
2339;Zed Seselja
5387;Jeremy Hanson
418;Renata Abreu
2636;Igor Soares
3104;Bacelar
4611;Rodrigo Delmasso
3668;Bruna Furlan Deputada Federal
4738;Deputado Lancaster
734;Robert Sopuck
2160;Kevin Sorenson
4617;Randy Hoback M P
5396;Richard Burgon MP
1648;Steven Fletcher
2347;Julian Fantino
1046;Peter Khalil
3052;Tino Sorge, MdB
4563;César Halum
1830;Raimundo Angelim
1701;Regina Sousa
3873;Fernando Haddad
1574;Wadih Damous
819;Sibá Machado Oliveira
3098;Ângela Portela
2601;Irajá Abreu
424;看見幸福 呂玉玲
1276;Jude Kirton-Darling MEP
2559;David Johnston
5388;Adam Giles
1396;Tony Pasin MP
427;Nicolae Timofti
428;Solveig Horne
5575;Daniel Jositsch
3796;Siv Jensen
3549;Milan Chovanec
4724;Valadares Filho
1491;Anderson Ferreira
1445;Gonzaga Patriota
4235;Lauren Moss : Member for Casuarina
5242;Tony Sievers MLA: Member for Brennan
5450;Eva Lawler MLA: Member for Drysdale
736;Penny Sharpe MLC
3018;Dr Mike Freelander MP
2260;Susan Templeman MP
3828;Ruth Dyson
2514;Jenny Salesa MP
1609;Rosario Robles
847;Marco A. Mena
2462;Blanca Alcalá
1949;Ana Lilia Herrera Anzaldo
3109;Enrique Serrano
5532;Hilda Flores Escalera
2685;Roberto Albores Gleason
2575;Claudia Pavlovich
841;Lorena Martínez
4313;Luis Armando Melgar
5410;Ernesto Gándara
5906;Manuel Velasco Coello
5034;David Morris MP
436;Claudia Ruiz Massieu
5112;Paul Ospital
572;Raymundo Martínez Carbajal
3733;Hector Gutierrez de la Garza
4693;Anabel Acosta Islas
437;Marcio Bittar
3122;Coronel Telhada
438;Van Taylor
5731;Jane Nelson
1907;Greg Abbott
439;Timur Husein
5613;Danny Freymark
2943;林智堅
5116;吳宜臻
1452;陳光復Chen Kuang-fu
4262;蘇治芬
2771;蕭美琴
2484;陳其邁 Chen Chi-Mai
5569;尤美女立委
3391;林聰賢
965;陳亭妃
5836;黃秀芳
441;Marian Wendt
4973;Frank Kupfer
844;Cora van Nieuwenhuizen
2433;Maggie De Block
4277;Annemie Turtelboom
890;Filiz Hyusmenova
4955;Daniel Bacquelaine
3670;Izaskun Bilbao Barandica
1114;Gérard Deprez / Député européen du groupe ADLE
2683;Catherine Bearder MEP
4959;Enrique Calvet Chambon
1673;Olivier Chastel
2231;Philippe De Backer
3861;Gwendolyn Rutten
5215;Marie Arena
5059;Sophie in 't Veld
1521;Bart Tommelein
3393;Didier Reynders
3347;Alexander De Croo
4230;Europaparlamentariker Cecilia Wikström
2656;Fernando Marroni
4269;Valmir Assunção
2737;Fabiano Horta
4407;Ana Perugini
444;William A. Flanagan
1555;Steven Fulop
5117;Florian Ritter
3123;Doris Aschenbrenner
2220;Johanna Werner-Muggendorfer
5257;Kerstin Celina
446;Gisela Manderla
3164;Marie-Luise Dött
5801;Henriette Reker
447;Christel Voßbeck-Kayser
5896;Bernhard Schulte-Drüggelte
448;Fernando Sánchez
4797;Maximiliano Ferraro
449;Ravneet Singh Bittu
4327;Preneet Kaur
4481;Charanjit Singh Channi
4184;PG Sittenfeld
5720;Tim Walz
3137;Chris Van Hollen
